Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 03:07:13.398,114407.7,0.01,BTCUSDT
2025-09-30 03:07:13.398,114407.5,0.001,BTCUSDT
2025-09-30 03:07:13.398,114407.3,0.002,BTCUSDT
2025-09-30 03:07:13.398,114407.3,0.002,BTCUSDT
2025-09-30 03:07:13.398,114407.1,0.002,BTCUSDT
2025-09-30 03:07:13.398,114406.8,0.001,BTCUSDT
2025-09-30 03:07:13.398,114406.7,0.002,BTCUSDT
2025-09-30 03:07:13.398,114406.5,0.007,BTCUSDT
2025-09-30 03:07:13.398,114406.3,0.002,BTCUSDT
2025-09-30 03:07:13.398,114406.3,0.001,BTCUSDT
2025-09-30 03:07:13.398,114406.2,0.002,BTCUSDT
2025-09-30 03:07:13.398,114406.1,0.002,BTCUSDT
2025-09-30 03:07:13.398,114405.5,0.002,BTCUSDT
2025-09-30 03:07:13.398,114405.4,0.001,BTCUSDT
2025-09-30 03:07:13.398,114405.2,0.001,BTCUSDT
2025-09-30 03:07:13.418,114405.0,0.001,BTCUSDT
2025-09-30 03:07:13.418,114404.9,0.002,BTCUSDT
2025-09-30 03:07:13.418,114404.6,0.005,BTCUSDT
2025-09-30 03:07:13.418,114404.5,0.002,BTCUSDT
2025-09-30 03:07:13.418,114404.4,0.001,BTCUSDT
2025-09-30 03:07:13.418,114404.4,0.001,BTCUSDT
2025-09-30 03:07:13.454,114404.3,0.002,BTCUSDT
2025-09-30 03:07:13.454,114404.3,0.007,BTCUSDT
2025-09-30 03:07:13.478,114404.3,0.001,BTCUSDT
2025-09-30 03:07:13.487,114404.4,0.216,BTCUSDT
2025-09-30 03:07:13.552,114404.4,0.034,BTCUSDT
2025-09-30 03:07:13.593,114404.4,0.021,BTCUSDT
2025-09-30 03:07:13.823,114404.4,0.001,BTCUSDT
2025-09-30 03:07:13.929,114404.4,0.013,BTCUSDT
2025-09-30 03:07:14.041,114404.3,0.016,BTCUSDT
2025-09-30 03:07:14.041,114404.3,0.013,BTCUSDT
2025-09-30 03:07:14.243,114404.4,0.003,BTCUSDT
2025-09-30 03:07:14.581,114404.3,0.002,BTCUSDT
2025-09-30 03:07:14.589,114404.4,0.001,BTCUSDT
2025-09-30 03:07:14.729,114404.4,0.007,BTCUSDT
2025-09-30 03:07:14.918,114404.4,0.001,BTCUSDT
2025-09-30 03:07:14.921,114404.4,0.001,BTCUSDT
2025-09-30 03:07:14.976,114404.3,0.029,BTCUSDT
2025-09-30 03:07:15.191,114404.3,0.039,BTCUSDT
2025-09-30 03:07:15.191,114404.3,0.029,BTCUSDT
2025-09-30 03:07:15.194,114404.3,0.006,BTCUSDT
2025-09-30 03:07:15.421,114404.3,0.004,BTCUSDT
2025-09-30 03:07:15.533,114404.4,0.012,BTCUSDT
2025-09-30 03:07:15.543,114404.4,0.027,BTCUSDT
2025-09-30 03:07:15.553,114404.3,0.004,BTCUSDT
2025-09-30 03:07:15.755,114404.3,0.001,BTCUSDT
2025-09-30 03:07:15.859,114404.3,0.026,BTCUSDT
2025-09-30 03:07:15.859,114404.3,0.004,BTCUSDT
2025-09-30 03:07:15.954,114404.3,0.029,BTCUSDT
2025-09-30 03:07:15.966,114404.3,0.001,BTCUSDT
2025-09-30 03:07:16.337,114404.4,0.008,BTCUSDT
2025-09-30 03:07:16.379,114404.3,0.036,BTCUSDT
2025-09-30 03:07:16.379,114404.3,0.014,BTCUSDT
2025-09-30 03:07:16.676,114404.4,0.001,BTCUSDT
2025-09-30 03:07:16.898,114404.3,0.029,BTCUSDT
2025-09-30 03:07:17.140,114404.4,0.006,BTCUSDT
2025-09-30 03:07:17.614,114404.4,0.001,BTCUSDT
2025-09-30 03:07:17.764,114404.4,0.001,BTCUSDT
2025-09-30 03:07:17.764,114404.4,0.028,BTCUSDT
2025-09-30 03:07:17.921,114404.4,0.001,BTCUSDT
2025-09-30 03:07:17.941,114404.4,0.011,BTCUSDT
2025-09-30 03:07:17.999,114404.3,0.027,BTCUSDT
2025-09-30 03:07:17.999,114404.3,0.002,BTCUSDT
2025-09-30 03:07:18.674,114404.3,0.001,BTCUSDT
2025-09-30 03:07:18.743,114404.4,0.006,BTCUSDT
2025-09-30 03:07:18.984,114404.3,0.029,BTCUSDT
2025-09-30 03:07:19.174,114404.3,0.005,BTCUSDT
2025-09-30 03:07:19.434,114404.3,0.004,BTCUSDT
2025-09-30 03:07:19.545,114404.4,0.005,BTCUSDT
2025-09-30 03:07:19.764,114404.3,0.005,BTCUSDT
2025-09-30 03:07:19.895,114404.4,0.003,BTCUSDT
2025-09-30 03:07:20.089,114404.3,0.024,BTCUSDT
2025-09-30 03:07:20.089,114404.3,0.006,BTCUSDT
2025-09-30 03:07:20.349,114404.4,0.009,BTCUSDT
2025-09-30 03:07:20.504,114404.4,0.017,BTCUSDT
2025-09-30 03:07:20.567,114404.4,0.021,BTCUSDT
2025-09-30 03:07:20.646,114404.3,0.002,BTCUSDT
2025-09-30 03:07:20.646,114404.3,0.003,BTCUSDT
2025-09-30 03:07:20.646,114404.3,0.001,BTCUSDT
2025-09-30 03:07:21.152,114404.4,0.011,BTCUSDT
2025-09-30 03:07:21.160,114404.3,0.001,BTCUSDT
2025-09-30 03:07:21.186,114404.3,0.002,BTCUSDT
2025-09-30 03:07:21.186,114404.3,0.001,BTCUSDT
2025-09-30 03:07:21.186,114404.3,0.013,BTCUSDT
2025-09-30 03:07:21.186,114404.3,0.015,BTCUSDT
2025-09-30 03:07:21.245,114404.3,0.019,BTCUSDT
2025-09-30 03:07:21.709,114404.3,0.036,BTCUSDT
2025-09-30 03:07:21.710,114404.3,0.001,BTCUSDT
2025-09-30 03:07:21.710,114404.3,0.024,BTCUSDT
2025-09-30 03:07:21.956,114404.4,0.007,BTCUSDT
2025-09-30 03:07:22.084,114404.3,0.001,BTCUSDT
2025-09-30 03:07:22.272,114404.3,0.031,BTCUSDT
2025-09-30 03:07:22.759,114404.4,0.005,BTCUSDT
2025-09-30 03:07:22.901,114404.4,0.013,BTCUSDT
2025-09-30 03:07:23.293,114404.3,0.014,BTCUSDT
2025-09-30 03:07:23.293,114404.3,0.008,BTCUSDT
2025-09-30 03:07:23.293,114404.3,0.009,BTCUSDT
2025-09-30 03:07:23.559,114404.4,0.009,BTCUSDT
2025-09-30 03:07:23.647,114404.3,0.001,BTCUSDT
2025-09-30 03:07:24.125,114404.4,0.211,BTCUSDT
2025-09-30 03:07:24.125,114404.4,0.221,BTCUSDT
2025-09-30 03:07:24.125,114404.4,0.196,BTCUSDT
2025-09-30 03:07:24.214,114404.3,0.002,BTCUSDT
